MFile 1 7 960 
MTrk    
0 Tempo 100000  
TrkEnd    
MTrk    
0 PrCh ch=6 p=53 
0 Meta TrkName "ATAC" 
765488 Off ch=5 n=50 v=0
780863 Off ch=5 n=50 v=0
859659 On ch=5 n=50 v=127
866720 Off ch=5 n=50 v=0
867392 On ch=5 n=50 v=127
870271 Off ch=5 n=50 v=0
876695 On ch=5 n=50 v=127
888079 Off ch=5 n=50 v=0
889860 On ch=5 n=50 v=127
895480 Off ch=5 n=50 v=0
987595 On ch=5 n=50 v=127
1007266 Off ch=5 n=50 v=0
1030576 On ch=5 n=50 v=127
1104359 Off ch=5 n=50 v=0
1181411 On ch=5 n=50 v=127
1187948 Off ch=5 n=50 v=0
1281643 On ch=5 n=50 v=127
1287464 On ch=5 n=50 v=127
1297253 Off ch=5 n=50 v=0
1297253 Off ch=5 n=50 v=0
1310942 On ch=5 n=50 v=127
1310942 On ch=5 n=50 v=127
1319346 Off ch=5 n=50 v=0
1319346 Off ch=5 n=50 v=0
1351287 On ch=5 n=50 v=127
1361904 Off ch=5 n=50 v=0
1642477 On ch=5 n=50 v=127
1649401 Off ch=5 n=50 v=0
1655597 On ch=5 n=50 v=127
1664068 Off ch=5 n=50 v=0
1728954 On ch=5 n=50 v=127
1756377 Off ch=5 n=50 v=0
1757079 On ch=5 n=50 v=127
1770176 Off ch=5 n=50 v=0
1771412 On ch=5 n=50 v=127
1777254 Off ch=5 n=50 v=0
1790817 On ch=5 n=50 v=127
1802696 Off ch=5 n=50 v=0
TrkEnd    
MTrk    
0 PrCh ch=1 p=43 
0 Meta TrkName "LINE" 
16745 On ch=1 n=16 v=100
17019 Off ch=1 n=16 v=0
17241 On ch=1 n=11 v=100
17307 Off ch=1 n=11 v=0
30863 On ch=1 n=8 v=100
31365 Off ch=1 n=8 v=0
33222 On ch=1 n=10 v=100
33928 Off ch=1 n=10 v=0
45138 On ch=1 n=5 v=100
45344 Off ch=1 n=5 v=0
47439 On ch=1 n=26 v=100
47510 Off ch=1 n=26 v=0
52174 On ch=1 n=19 v=100
52484 Off ch=1 n=19 v=0
56132 On ch=1 n=12 v=100
56218 Off ch=1 n=12 v=0
58841 On ch=1 n=36 v=100
58914 Off ch=1 n=36 v=0
59537 On ch=1 n=16 v=100
60054 Off ch=1 n=16 v=0
70841 On ch=1 n=10 v=100
71485 Off ch=1 n=10 v=0
71535 On ch=1 n=10 v=100
71619 Off ch=1 n=10 v=0
81395 On ch=1 n=25 v=100
82017 Off ch=1 n=25 v=0
85466 On ch=1 n=57 v=100
85736 Off ch=1 n=57 v=0
93557 On ch=1 n=9 v=100
93705 Off ch=1 n=9 v=0
104139 On ch=1 n=10 v=100
104477 Off ch=1 n=10 v=0
127448 On ch=1 n=7 v=100
127878 Off ch=1 n=7 v=0
129736 On ch=1 n=6 v=100
130292 Off ch=1 n=6 v=0
132081 On ch=1 n=15 v=100
132434 Off ch=1 n=15 v=0
136401 On ch=1 n=9 v=100
136707 Off ch=1 n=9 v=0
136719 On ch=1 n=27 v=100
137260 Off ch=1 n=27 v=0
143973 On ch=1 n=12 v=100
144595 Off ch=1 n=12 v=0
162673 On ch=1 n=39 v=100
162775 Off ch=1 n=39 v=0
170254 On ch=1 n=34 v=100
170468 Off ch=1 n=34 v=0
170663 On ch=1 n=38 v=100
171255 Off ch=1 n=38 v=0
184428 On ch=1 n=5 v=100
184610 Off ch=1 n=5 v=0
204065 On ch=1 n=10 v=100
204493 Off ch=1 n=10 v=0
208924 On ch=1 n=29 v=100
208988 Off ch=1 n=29 v=0
209081 On ch=1 n=29 v=100
209201 Off ch=1 n=29 v=0
223065 On ch=1 n=8 v=100
223067 On ch=1 n=46 v=100
223191 Off ch=1 n=8 v=0
223194 On ch=1 n=16 v=100
223212 Off ch=1 n=46 v=0
223578 Off ch=1 n=16 v=0
226340 On ch=1 n=42 v=100
226465 Off ch=1 n=42 v=0
259909 On ch=1 n=5 v=100
260966 Off ch=1 n=5 v=0
286550 On ch=1 n=54 v=100
286757 Off ch=1 n=54 v=0
290636 On ch=1 n=7 v=100
291065 Off ch=1 n=7 v=0
296255 On ch=1 n=7 v=100
296488 Off ch=1 n=7 v=0
296683 On ch=1 n=14 v=100
297035 Off ch=1 n=14 v=0
330126 On ch=1 n=20 v=100
330243 Off ch=1 n=20 v=0
332642 On ch=1 n=26 v=100
332875 Off ch=1 n=26 v=0
341441 On ch=1 n=13 v=100
341574 Off ch=1 n=13 v=0
344233 On ch=1 n=42 v=100
344315 Off ch=1 n=42 v=0
465311 On ch=1 n=44 v=100
465783 Off ch=1 n=44 v=0
470712 On ch=1 n=14 v=100
471050 Off ch=1 n=14 v=0
471163 On ch=1 n=11 v=100
471704 Off ch=1 n=11 v=0
473006 On ch=1 n=38 v=100
473186 Off ch=1 n=38 v=0
503051 On ch=1 n=9 v=100
503485 Off ch=1 n=9 v=0
516978 On ch=1 n=9 v=100
517257 Off ch=1 n=9 v=0
517493 On ch=1 n=14 v=100
517610 Off ch=1 n=14 v=0
523937 On ch=1 n=15 v=100
524369 Off ch=1 n=15 v=0
538768 On ch=1 n=21 v=100
538768 On ch=1 n=16 v=100
538821 Off ch=1 n=16 v=0
538842 Off ch=1 n=21 v=0
538895 On ch=1 n=13 v=100
538958 Off ch=1 n=13 v=0
544235 On ch=1 n=1 v=100
544391 Off ch=1 n=1 v=0
544584 On ch=1 n=20 v=100
544630 Off ch=1 n=20 v=0
547630 On ch=1 n=15 v=100
547963 Off ch=1 n=15 v=0
561025 On ch=1 n=13 v=100
561054 On ch=1 n=66 v=100
561124 Off ch=1 n=13 v=0
561132 On ch=1 n=12 v=100
561301 Off ch=1 n=66 v=0
561766 Off ch=1 n=12 v=0
576641 On ch=1 n=2 v=100
577528 Off ch=1 n=2 v=0
621305 On ch=1 n=13 v=100
621536 Off ch=1 n=13 v=0
628793 On ch=1 n=15 v=100
628952 Off ch=1 n=15 v=0
628999 On ch=1 n=15 v=100
629077 Off ch=1 n=15 v=0
639851 On ch=1 n=18 v=100
639935 Off ch=1 n=18 v=0
640457 On ch=1 n=15 v=100
640592 Off ch=1 n=15 v=0
679490 On ch=1 n=6 v=100
679710 Off ch=1 n=6 v=0
679712 On ch=1 n=8 v=100
680268 Off ch=1 n=8 v=0
683732 On ch=1 n=8 v=100
683825 Off ch=1 n=8 v=0
700978 On ch=1 n=16 v=100
701112 Off ch=1 n=16 v=0
706342 On ch=1 n=10 v=100
706926 Off ch=1 n=10 v=0
711998 On ch=1 n=12 v=100
712178 Off ch=1 n=12 v=0
713649 On ch=1 n=26 v=100
713903 Off ch=1 n=26 v=0
715530 On ch=1 n=22 v=100
716064 Off ch=1 n=22 v=0
725841 On ch=1 n=15 v=100
725910 Off ch=1 n=15 v=0
727583 On ch=1 n=39 v=100
727806 Off ch=1 n=39 v=0
727812 On ch=1 n=26 v=100
727818 On ch=1 n=50 v=100
728312 Off ch=1 n=26 v=0
728472 Off ch=1 n=50 v=0
737940 On ch=1 n=10 v=100
738696 Off ch=1 n=10 v=0
745614 On ch=1 n=2 v=100
745686 Off ch=1 n=2 v=0
767940 On ch=1 n=12 v=100
768067 Off ch=1 n=12 v=0
772577 On ch=1 n=29 v=100
772687 Off ch=1 n=29 v=0
774020 On ch=1 n=82 v=100
774166 Off ch=1 n=82 v=0
796751 On ch=1 n=0 v=100
796840 Off ch=1 n=0 v=0
806846 On ch=1 n=34 v=100
806962 Off ch=1 n=34 v=0
824184 On ch=1 n=12 v=100
825180 Off ch=1 n=12 v=0
831445 On ch=1 n=40 v=100
831900 Off ch=1 n=40 v=0
841849 On ch=1 n=20 v=100
842077 Off ch=1 n=20 v=0
910329 On ch=1 n=4 v=100
910763 Off ch=1 n=4 v=0
912058 On ch=1 n=14 v=100
912718 Off ch=1 n=14 v=0
912721 On ch=1 n=21 v=100
912784 On ch=1 n=17 v=100
912790 Off ch=1 n=21 v=0
913034 Off ch=1 n=17 v=0
913040 On ch=1 n=11 v=100
913299 On ch=1 n=11 v=100
913307 Off ch=1 n=11 v=0
913663 Off ch=1 n=11 v=0
914331 On ch=1 n=18 v=100
914397 Off ch=1 n=18 v=0
922692 On ch=1 n=10 v=100
923145 Off ch=1 n=10 v=0
956727 On ch=1 n=26 v=100
956950 Off ch=1 n=26 v=0
970710 On ch=1 n=31 v=100
970772 Off ch=1 n=31 v=0
999516 On ch=1 n=24 v=100
999760 Off ch=1 n=24 v=0
999842 On ch=1 n=21 v=100
999923 Off ch=1 n=21 v=0
1000036 On ch=1 n=20 v=100
1000383 Off ch=1 n=20 v=0
1002745 On ch=1 n=8 v=100
1002883 Off ch=1 n=8 v=0
1008234 On ch=1 n=19 v=100
1008515 Off ch=1 n=19 v=0
1009505 On ch=1 n=14 v=100
1009536 Off ch=1 n=14 v=0
1009737 On ch=1 n=14 v=100
1009932 Off ch=1 n=14 v=0
1013157 On ch=1 n=5 v=100
1013254 Off ch=1 n=5 v=0
1016592 On ch=1 n=20 v=100
1016656 Off ch=1 n=20 v=0
1029419 On ch=1 n=14 v=100
1029542 Off ch=1 n=14 v=0
1047838 On ch=1 n=10 v=100
1047921 Off ch=1 n=10 v=0
1047988 On ch=1 n=10 v=100
1048359 Off ch=1 n=10 v=0
1050277 On ch=1 n=10 v=100
1051139 Off ch=1 n=10 v=0
1053179 On ch=1 n=26 v=100
1053671 On ch=1 n=32 v=100
1053679 On ch=1 n=27 v=100
1053682 Off ch=1 n=26 v=0
1053728 Off ch=1 n=32 v=0
1054001 Off ch=1 n=27 v=0
1055541 On ch=1 n=23 v=100
1055628 Off ch=1 n=23 v=0
1064896 On ch=1 n=6 v=100
1065150 Off ch=1 n=6 v=0
1065804 On ch=1 n=33 v=100
1065913 Off ch=1 n=33 v=0
1081985 On ch=1 n=4 v=100
1082552 Off ch=1 n=4 v=0
1083349 On ch=1 n=11 v=100
1084002 Off ch=1 n=11 v=0
1089610 On ch=1 n=53 v=100
1089814 On ch=1 n=48 v=100
1090098 Off ch=1 n=48 v=0
1090104 Off ch=1 n=53 v=0
1098620 On ch=1 n=12 v=100
1098690 Off ch=1 n=12 v=0
1147896 On ch=1 n=9 v=100
1148509 On ch=1 n=9 v=100
1148509 Off ch=1 n=9 v=0
1148731 Off ch=1 n=9 v=0
1156754 On ch=1 n=14 v=100
1156813 Off ch=1 n=14 v=0
1158101 On ch=1 n=8 v=100
1158766 Off ch=1 n=8 v=0
1179578 On ch=1 n=5 v=100
1180763 On ch=1 n=10 v=100
1180766 Off ch=1 n=5 v=0
1181005 Off ch=1 n=10 v=0
1188561 On ch=1 n=5 v=100
1188692 Off ch=1 n=5 v=0
1199470 On ch=1 n=19 v=100
1199586 Off ch=1 n=19 v=0
1199597 On ch=1 n=10 v=100
1199833 Off ch=1 n=10 v=0
1199847 On ch=1 n=39 v=100
1199989 Off ch=1 n=39 v=0
1203193 On ch=1 n=63 v=100
1203404 Off ch=1 n=63 v=0
1203697 On ch=1 n=41 v=100
1203858 Off ch=1 n=41 v=0
1208175 On ch=1 n=5 v=100
1209194 Off ch=1 n=5 v=0
1227016 On ch=1 n=23 v=100
1227111 Off ch=1 n=23 v=0
1227549 On ch=1 n=42 v=100
1227632 Off ch=1 n=42 v=0
1227633 On ch=1 n=19 v=100
1227903 Off ch=1 n=19 v=0
1233406 On ch=1 n=7 v=100
1234125 Off ch=1 n=7 v=0
1243087 On ch=1 n=10 v=100
1243266 Off ch=1 n=10 v=0
1256735 On ch=1 n=11 v=100
1256990 Off ch=1 n=11 v=0
1264267 On ch=1 n=15 v=100
1264393 Off ch=1 n=15 v=0
1270354 On ch=1 n=14 v=100
1270646 Off ch=1 n=14 v=0
1275412 On ch=1 n=43 v=100
1275506 Off ch=1 n=43 v=0
1305811 On ch=1 n=3 v=100
1306117 Off ch=1 n=3 v=0
1308615 On ch=1 n=17 v=100
1308894 Off ch=1 n=17 v=0
1337551 On ch=1 n=15 v=100
1337630 Off ch=1 n=15 v=0
1354491 On ch=1 n=26 v=100
1354642 Off ch=1 n=26 v=0
1355065 On ch=1 n=16 v=100
1355295 Off ch=1 n=16 v=0
1363332 On ch=1 n=21 v=100
1363404 Off ch=1 n=21 v=0
1363627 On ch=1 n=24 v=100
1364047 Off ch=1 n=24 v=0
1368117 On ch=1 n=18 v=100
1368372 Off ch=1 n=18 v=0
1368765 On ch=1 n=10 v=100
1368958 Off ch=1 n=10 v=0
1375621 On ch=1 n=54 v=100
1375907 Off ch=1 n=54 v=0
1390230 On ch=1 n=12 v=100
1390353 Off ch=1 n=12 v=0
1392475 On ch=1 n=11 v=100
1392785 Off ch=1 n=11 v=0
1399331 On ch=1 n=23 v=100
1399356 On ch=1 n=1 v=100
1399390 Off ch=1 n=23 v=0
1399422 Off ch=1 n=1 v=0
1406992 On ch=1 n=6 v=100
1407308 Off ch=1 n=6 v=0
1407988 On ch=1 n=12 v=100
1408176 Off ch=1 n=12 v=0
1409098 On ch=1 n=19 v=100
1409215 Off ch=1 n=19 v=0
1411139 On ch=1 n=48 v=100
1411435 Off ch=1 n=48 v=0
1421670 On ch=1 n=17 v=100
1421856 Off ch=1 n=17 v=0
1423101 On ch=1 n=12 v=100
1423191 Off ch=1 n=12 v=0
1427955 On ch=1 n=5 v=100
1429367 Off ch=1 n=5 v=0
1439795 On ch=1 n=21 v=100
1439879 Off ch=1 n=21 v=0
1440558 On ch=1 n=34 v=100
1440696 Off ch=1 n=34 v=0
1442571 On ch=1 n=39 v=100
1442780 Off ch=1 n=39 v=0
1445275 On ch=1 n=13 v=100
1445620 Off ch=1 n=13 v=0
1448147 On ch=1 n=16 v=100
1448335 Off ch=1 n=16 v=0
1472089 On ch=1 n=30 v=100
1472187 Off ch=1 n=30 v=0
1474156 On ch=1 n=12 v=100
1474811 Off ch=1 n=12 v=0
1474974 On ch=1 n=11 v=100
1475146 Off ch=1 n=11 v=0
1475151 On ch=1 n=4 v=100
1475320 Off ch=1 n=4 v=0
1480716 On ch=1 n=28 v=100
1480769 Off ch=1 n=28 v=0
1509242 On ch=1 n=12 v=100
1509253 Off ch=1 n=12 v=0
1509312 On ch=1 n=12 v=100
1509588 Off ch=1 n=12 v=0
1509598 On ch=1 n=10 v=100
1510670 Off ch=1 n=10 v=0
1512919 On ch=1 n=8 v=100
1513868 Off ch=1 n=8 v=0
1544572 On ch=1 n=8 v=100
1545301 Off ch=1 n=8 v=0
1599456 On ch=1 n=13 v=100
1599631 Off ch=1 n=13 v=0
1601346 On ch=1 n=10 v=100
1602483 Off ch=1 n=10 v=0
1603465 On ch=1 n=31 v=100
1603621 Off ch=1 n=31 v=0
1638991 On ch=1 n=52 v=100
1639177 Off ch=1 n=52 v=0
1639181 On ch=1 n=30 v=100
1639275 Off ch=1 n=30 v=0
1649720 On ch=1 n=13 v=100
1650023 Off ch=1 n=13 v=0
1665560 On ch=1 n=9 v=100
1665740 Off ch=1 n=9 v=0
1672809 On ch=1 n=39 v=100
1672937 Off ch=1 n=39 v=0
1683715 On ch=1 n=14 v=100
1684109 Off ch=1 n=14 v=0
1694952 On ch=1 n=8 v=100
1695176 Off ch=1 n=8 v=0
1706116 On ch=1 n=23 v=100
1706283 Off ch=1 n=23 v=0
1749011 On ch=1 n=7 v=100
1749601 Off ch=1 n=7 v=0
1755130 On ch=1 n=10 v=100
1755558 Off ch=1 n=10 v=0
1759337 On ch=1 n=7 v=100
1760143 Off ch=1 n=7 v=0
1782031 On ch=1 n=19 v=100
1782112 Off ch=1 n=19 v=0
1786120 On ch=1 n=50 v=100
1786136 On ch=1 n=56 v=100
1786178 On ch=1 n=61 v=100
1786360 Off ch=1 n=50 v=0
1786437 Off ch=1 n=61 v=0
1786438 Off ch=1 n=56 v=0
1786447 On ch=1 n=20 v=100
1786615 Off ch=1 n=20 v=0
1799286 On ch=1 n=20 v=100
1799517 Off ch=1 n=20 v=0
TrkEnd    
MTrk    
0 PrCh ch=2 p=40 
0 Meta TrkName "SINE" 
51514 On ch=2 n=9 v=100
52059 Off ch=2 n=9 v=0
83759 On ch=2 n=16 v=100
83893 Off ch=2 n=16 v=0
142463 On ch=2 n=10 v=100
142895 Off ch=2 n=10 v=0
179819 On ch=2 n=10 v=100
179849 Off ch=2 n=10 v=0
261325 On ch=2 n=29 v=100
261389 Off ch=2 n=29 v=0
264995 On ch=2 n=23 v=100
265072 Off ch=2 n=23 v=0
269543 On ch=2 n=31 v=100
269644 Off ch=2 n=31 v=0
272560 On ch=2 n=15 v=100
272638 Off ch=2 n=15 v=0
295227 On ch=2 n=21 v=100
295291 Off ch=2 n=21 v=0
303679 On ch=2 n=12 v=100
303796 Off ch=2 n=12 v=0
308028 On ch=2 n=18 v=100
308304 Off ch=2 n=18 v=0
435125 On ch=2 n=58 v=100
435276 Off ch=2 n=58 v=0
463688 On ch=2 n=12 v=100
463799 Off ch=2 n=12 v=0
470546 On ch=2 n=10 v=100
470709 Off ch=2 n=10 v=0
487019 On ch=2 n=8 v=100
487443 Off ch=2 n=8 v=0
487760 On ch=2 n=12 v=100
488278 Off ch=2 n=12 v=0
546327 On ch=2 n=11 v=100
546422 Off ch=2 n=11 v=0
625766 On ch=2 n=6 v=100
625958 Off ch=2 n=6 v=0
652849 On ch=2 n=19 v=100
653006 Off ch=2 n=19 v=0
724720 On ch=2 n=10 v=100
725192 Off ch=2 n=10 v=0
725220 On ch=2 n=30 v=100
725441 Off ch=2 n=30 v=0
751243 On ch=2 n=5 v=100
751596 Off ch=2 n=5 v=0
774044 On ch=2 n=12 v=100
774241 Off ch=2 n=12 v=0
774243 On ch=2 n=36 v=100
774243 On ch=2 n=24 v=100
774343 Off ch=2 n=24 v=0
774419 Off ch=2 n=36 v=0
790001 On ch=2 n=12 v=100
790204 Off ch=2 n=12 v=0
792069 On ch=2 n=34 v=100
792205 Off ch=2 n=34 v=0
806817 On ch=2 n=14 v=100
806885 Off ch=2 n=14 v=0
806901 On ch=2 n=20 v=100
806935 Off ch=2 n=20 v=0
828476 On ch=2 n=26 v=100
828562 Off ch=2 n=26 v=0
856715 On ch=2 n=13 v=100
856977 Off ch=2 n=13 v=0
890715 On ch=2 n=6 v=100
890797 Off ch=2 n=6 v=0
949149 On ch=2 n=31 v=100
949223 Off ch=2 n=31 v=0
954275 On ch=2 n=3 v=100
954337 Off ch=2 n=3 v=0
963636 On ch=2 n=21 v=100
963797 Off ch=2 n=21 v=0
974650 On ch=2 n=13 v=100
974811 Off ch=2 n=13 v=0
1008081 On ch=2 n=27 v=100
1008123 Off ch=2 n=27 v=0
1072281 On ch=2 n=10 v=100
1072708 Off ch=2 n=10 v=0
1076481 On ch=2 n=9 v=100
1076553 Off ch=2 n=9 v=0
1076554 On ch=2 n=15 v=100
1076961 Off ch=2 n=15 v=0
1094754 On ch=2 n=41 v=100
1094817 Off ch=2 n=41 v=0
1094913 On ch=2 n=15 v=100
1095087 Off ch=2 n=15 v=0
1119670 On ch=2 n=9 v=100
1120191 Off ch=2 n=9 v=0
1122261 On ch=2 n=12 v=100
1122470 Off ch=2 n=12 v=0
1177243 On ch=2 n=13 v=100
1177615 Off ch=2 n=13 v=0
1177816 On ch=2 n=15 v=100
1177997 Off ch=2 n=15 v=0
1178349 On ch=2 n=8 v=100
1178398 Off ch=2 n=8 v=0
1187613 On ch=2 n=14 v=100
1187682 Off ch=2 n=14 v=0
1198676 On ch=2 n=38 v=100
1198737 Off ch=2 n=38 v=0
1199323 On ch=2 n=13 v=100
1199480 Off ch=2 n=13 v=0
1200332 On ch=2 n=22 v=100
1200486 Off ch=2 n=22 v=0
1209748 On ch=2 n=3 v=100
1210215 Off ch=2 n=3 v=0
1245885 On ch=2 n=30 v=100
1245933 Off ch=2 n=30 v=0
1343101 On ch=2 n=28 v=100
1343198 Off ch=2 n=28 v=0
1343932 On ch=2 n=11 v=100
1344130 Off ch=2 n=11 v=0
1406911 On ch=2 n=11 v=100
1407007 Off ch=2 n=11 v=0
1412433 On ch=2 n=41 v=100
1412526 Off ch=2 n=41 v=0
1415177 On ch=2 n=11 v=100
1415333 Off ch=2 n=11 v=0
1533975 On ch=2 n=18 v=100
1534074 Off ch=2 n=18 v=0
1554211 On ch=2 n=10 v=100
1554344 Off ch=2 n=10 v=0
1583666 On ch=2 n=7 v=100
1583695 Off ch=2 n=7 v=0
1587273 On ch=2 n=19 v=100
1587480 Off ch=2 n=19 v=0
1630352 On ch=2 n=7 v=100
1630852 Off ch=2 n=7 v=0
1677986 On ch=2 n=36 v=100
1678087 Off ch=2 n=36 v=0
1730298 On ch=2 n=6 v=100
1730315 On ch=2 n=25 v=100
1730669 Off ch=2 n=6 v=0
1730765 Off ch=2 n=25 v=0
1787766 On ch=2 n=18 v=100
1787944 Off ch=2 n=18 v=0
1792837 On ch=2 n=14 v=100
1792842 On ch=2 n=36 v=100
1792970 Off ch=2 n=14 v=0
1792986 Off ch=2 n=36 v=0
1795817 On ch=2 n=27 v=100
1795860 Off ch=2 n=27 v=0
TrkEnd    
MTrk    
0 PrCh ch=3 p=42 
0 Meta TrkName "DNA" 
277 On ch=3 n=4 v=100
482 Off ch=3 n=4 v=0
560 On ch=3 n=22 v=100
679 Off ch=3 n=22 v=0
681 On ch=3 n=5 v=100
912 Off ch=3 n=5 v=0
913 On ch=3 n=31 v=100
1005 Off ch=3 n=31 v=0
1016 On ch=3 n=18 v=100
1316 Off ch=3 n=18 v=0
1744 On ch=3 n=18 v=100
2007 On ch=3 n=11 v=100
2015 Off ch=3 n=18 v=0
2045 Off ch=3 n=11 v=0
2236 On ch=3 n=44 v=100
2326 On ch=3 n=11 v=100
2395 Off ch=3 n=44 v=0
2716 Off ch=3 n=11 v=0
3243 On ch=3 n=19 v=100
3280 On ch=3 n=9 v=100
3516 Off ch=3 n=19 v=0
3801 Off ch=3 n=9 v=0
4631 On ch=3 n=29 v=100
4646 On ch=3 n=10 v=100
4674 Off ch=3 n=29 v=0
5153 Off ch=3 n=10 v=0
5882 On ch=3 n=19 v=100
5934 On ch=3 n=16 v=100
5978 On ch=3 n=22 v=100
5978 On ch=3 n=22 v=100
5991 On ch=3 n=20 v=100
6316 Off ch=3 n=19 v=0
6388 Off ch=3 n=16 v=0
6478 Off ch=3 n=20 v=0
6530 On ch=3 n=45 v=100
6601 Off ch=3 n=22 v=0
6601 Off ch=3 n=22 v=0
6969 On ch=3 n=25 v=100
7018 On ch=3 n=21 v=100
7018 On ch=3 n=21 v=100
7019 On ch=3 n=12 v=100
7019 On ch=3 n=12 v=100
7041 On ch=3 n=19 v=100
7290 Off ch=3 n=45 v=0
7421 Off ch=3 n=12 v=0
7421 Off ch=3 n=12 v=0
7423 Off ch=3 n=25 v=0
7497 Off ch=3 n=19 v=0
7534 Off ch=3 n=21 v=0
7534 Off ch=3 n=21 v=0
8477 On ch=3 n=26 v=100
8589 On ch=3 n=19 v=100
8630 Off ch=3 n=26 v=0
8632 On ch=3 n=11 v=100
8846 Off ch=3 n=11 v=0
8847 Off ch=3 n=19 v=0
8848 On ch=3 n=4 v=100
9071 Off ch=3 n=4 v=0
9072 On ch=3 n=21 v=100
9259 On ch=3 n=28 v=100
9321 On ch=3 n=36 v=100
9326 Off ch=3 n=21 v=0
9377 Off ch=3 n=28 v=0
9506 Off ch=3 n=36 v=0
9590 On ch=3 n=15 v=100
9711 Off ch=3 n=15 v=0
9771 On ch=3 n=18 v=100
9912 Off ch=3 n=18 v=0
10437 On ch=3 n=28 v=100
10706 Off ch=3 n=28 v=0
10725 On ch=3 n=8 v=100
12026 Off ch=3 n=8 v=0
12174 On ch=3 n=34 v=100
12272 Off ch=3 n=34 v=0
14765 On ch=3 n=12 v=100
15080 Off ch=3 n=12 v=0
15503 On ch=3 n=10 v=100
15746 On ch=3 n=24 v=100
15788 Off ch=3 n=10 v=0
15861 Off ch=3 n=24 v=0
15879 On ch=3 n=11 v=100
16011 Off ch=3 n=11 v=0
17014 On ch=3 n=21 v=100
17020 On ch=3 n=13 v=100
17217 Off ch=3 n=13 v=0
17237 Off ch=3 n=21 v=0
17605 On ch=3 n=21 v=100
17605 On ch=3 n=33 v=100
17605 On ch=3 n=37 v=100
17605 On ch=3 n=40 v=100
17710 Off ch=3 n=21 v=0
17737 Off ch=3 n=33 v=0
17756 Off ch=3 n=37 v=0
17801 Off ch=3 n=40 v=0
17972 On ch=3 n=24 v=100
18154 Off ch=3 n=24 v=0
18672 On ch=3 n=11 v=100
19009 On ch=3 n=14 v=100
19058 Off ch=3 n=11 v=0
19250 Off ch=3 n=14 v=0
19255 On ch=3 n=8 v=100
19295 On ch=3 n=13 v=100
19482 Off ch=3 n=8 v=0
19887 Off ch=3 n=13 v=0
19942 On ch=3 n=33 v=100
20312 Off ch=3 n=33 v=0
21108 On ch=3 n=18 v=100
21129 On ch=3 n=41 v=100
21130 On ch=3 n=33 v=100
21269 Off ch=3 n=18 v=0
21293 Off ch=3 n=33 v=0
21330 Off ch=3 n=41 v=0
23896 On ch=3 n=11 v=100
24624 On ch=3 n=25 v=100
25006 Off ch=3 n=11 v=0
25009 On ch=3 n=2 v=100
25097 Off ch=3 n=25 v=0
25152 Off ch=3 n=2 v=0
25828 On ch=3 n=39 v=100
25836 On ch=3 n=24 v=100
25914 Off ch=3 n=24 v=0
26047 Off ch=3 n=39 v=0
26795 On ch=3 n=26 v=100
26844 On ch=3 n=13 v=100
26888 On ch=3 n=16 v=100
27102 Off ch=3 n=26 v=0
27102 Off ch=3 n=13 v=0
27102 Off ch=3 n=16 v=0
27489 On ch=3 n=23 v=100
27874 Off ch=3 n=23 v=0
27951 On ch=3 n=19 v=100
28252 On ch=3 n=13 v=100
28470 On ch=3 n=30 v=100
28475 Off ch=3 n=19 v=0
28582 Off ch=3 n=13 v=0
28601 Off ch=3 n=30 v=0
29328 On ch=3 n=10 v=100
29880 Off ch=3 n=10 v=0
